Last Name,First and Middle,Area,Role,Years Served,,,,,,,,,,,,,,
Ramsey ,Henry,Western District,State Senator: Florida,1843-1844,,,,,,,,,,,,,,
Long,Ncholas A.,Western DIstrict,State Senator: Florida,1843-1845,,,,,,,,,,,,,,
Priest ,Gabriel,15th District,State Senator: Florida,1846-1847,,,,,,,,,,,,,,
Fairbanks,George Rainsford,17th District,State Senator: Florida,1846-1847,,,,,,,,,,,,,,
McLean,Daniel G.,3rd District,State Senator: Florida,1846-1847,,,,,,,,,,,,,,
Tabor,Washington M.,5th District,State Senator: Florida,1846-1847,,,,,,,,,,,,,,
Walker,H. H.,9th District,State Senator: Florida,1846-1847,,,,,,,,,,,,,,
White,Thomas M.,4th District,State Senator: Florida,1846-1848,,,,,,,,,,,,,,
Lorimer,James H. T.,8th District,State Senator: Florida,1846-1848,,,,,,,,,,,,,,
McMillan,Neil ,2nd District,State Senator: Florida,1846-1850,,,,,,,,,,,,,,
Johnson,Allen G.,12th District,State Senator: Florida,1846-1852,,,,,,,,,,,,,,
Floyd,Robert J.,Franklin,State Senator: Florida,1846-1852,,,,,,,,,,,,,,
Fisher,George D.,2nd District ,State Senator: Florida,1846-1859,,,,,,,,,,,,,,
Smith ,John M.,10th District,State Senator: Florida,1847-1848,,,,,,,,,,,,,,
Watts,Joesph B.,12th District,State Senator: Florida,1847-1848,,,,,,,,,,,,,,
Sanderson,John Pease,13th District,State Senator: Florida,1847-1848,,,,,,,,,,,,,,
Tracy,Erasmus Darwin,16th District,State Senator: Florida,1847-1849,,,,,,,,,,,,,,
Forward,William A.,17th District,State Senator: Florida,1848-1850,,,,,,,,,,,,,,
Smith ,Daniel J. ,5th District,State Senator: Florida,1848-1850,,,,,,,,,,,,,,
Stewart,George,16th District,State Senator: Florida,1850-1852,,,,,,,,,,,,,,
Finely,Jesse Johnson,4th District,State Senator: Florida,1850-1852,,,,,,,,,,,,,,
Provence,David,15th District,State Senator: Florida,1852-1854,,,,,,,,,,,,,,
Snell,Hamlin Valentine,18th District,State Senator: Florida,1852-1855,,,,,,,,,,,,,,
Gillis,Angus,3rd District,State Senator: Florida,1852-1855,,,,,,,,,,,,,,
Wynn,William Baker,5th District,State Senator: Florida,1852-1855,,,,,,,,,,,,,,
Kilcrease,WIlliam E.,7th District,State Senator: Florida,1852-1855,,,,,,,,,,,,,,
Long,Medicus A.,8th District,State Senator: Florida,1852-1855,,,,,,,,,,,,,,
Smith ,James W.,9th District,State Senator: Florida,1852-1855,,,,,,,,,,,,,,
Tracy,Erasmus Darwin,16th District,State Senator: Florida,1854-1855,,,,,,,,,,,,,,
Filor,James,19th District,State Senator: Florida,1854-1855,,,,,,,,,,,,,,
Nicholson,Andrew William,1st District,State Senator: Florida,1854-1855,,,,,,,,,,,,,,
Eppes,Thomas Jefferson,6th District,State Senator: Florida,1854-1855,,,,,,,,,,,,,,
Duncan,William J. J.,12th District,State Senator: Florida,1855-1861,,,,,,,,,,,,,,
Ghent,John,3rd District,State Senator: Florida,1856-1850,,,,,,,,,,,,,,
Keitt,W. J. ,18th District,State Senator: Florida,1856-1859,,,,,,,,,,,,,,
Eubanks,John,20th District,State Senator: Florida,1856-1859,,,,,,,,,,,,,,
Welch ,Isaac,3rd District,State Senator: Florida,1856-1859,,,,,,,,,,,,,,
McElvy,Losson G.,7th District,State Senator: Florida,1856-1859,,,,,,,,,,,,,,
Lamar,Thompson Bird,8th District ,State Senator: Florida,1856-1859,,,,,,,,,,,,,,
Eppes,Thomas Jefferson,5th District,State Senator: Florida,1856-1861,,,,,,,,,,,,,,
Moseley,William P.,11th District,State Senator: Florida,1857-1852,,,,,,,,,,,,,,
McQueen,James W.,11th District,State Senator: Florida,1858-1861,,,,,,,,,,,,,,
McCall,W. W.,13th District ,State Senator: Florida,1858-1861,,,,,,,,,,,,,,
Walker,H. H.,9th District,State Senator: Florida,1858-1861,,,,,,,,,,,,,,
Wattlington ,F.,21st District,State Senator: Florida,1859-1861,,,,,,,,,,,,,,
Jones,William B.,4th District,State Senator: Florida,1859-1864,,,,,,,,,,,,,,
Ingram,Tillman,14th District,State Senator: Florida,1860-1861,,,,,,,,,,,,,,
Starke,James D.,19th District,State Senator: Florida,1860-1861,,,,,,,,,,,,,,
Magbee,James T.,20th District,State Senator: Florida,1860-1861,,,,,,,,,,,,,,
Simkins,E. C.,17th District,State Senator: Florida,1860-1862,,,,,,,,,,,,,,
Smith ,J. B.,12th District,State Senator: Florida,1862-1863,,,,,,,,,,,,,,
Taylor,Joesph M.,20th District,State Senator: Florida,1862-1863,,,,,,,,,,,,,,
Russell,James S.,10th District,State Senator: Florida,1862-1864,,,,,,,,,,,,,,
Vann,Enoch J.,11th District,State Senator: Florida,1862-1864,,,,,,,,,,,,,,
King,J. L. ,13th District,State Senator: Florida,1862-1864,,,,,,,,,,,,,,
Scott,John ,18th district,State Senator: Florida,1862-1864,,,,,,,,,,,,,,
Roper,W. C.,19th District,State Senator: Florida,1862-1864,,,,,,,,,,,,,,
Norwood,Jesse,6th District,State Senator: Florida,1862-1864,,,,,,,,,,,,,,
Hogue,David P.,8th District,State Senator: Florida,1862-1864,,,,,,,,,,,,,,
Holland,D. P.,Franklin,State Senator: Florida,1862-1864,,,,,,,,,,,,,,
Russell,Thomas T.,17th District,State Senator: Florida,1863-1864,,,,,,,,,,,,,,
Vann,Enoch J.,13th District,State Senator: Florida,1865-1866,,,,,,,,,,,,,,
Jordan,Edward,15th District,State Senator: Florida,1865-1866,,,,,,,,,,,,,,
Ross,William B.,16th District,State Senator: Florida,1865-1866,,,,,,,,,,,,,,
Rousseau,W. H.,17th District ,State Senator: Florida,1865-1866,,,,,,,,,,,,,,
Richard,J. B.,18th District,State Senator: Florida,1865-1866,,,,,,,,,,,,,,
Finegan,Joesph,20th District,State Senator: Florida,1865-1866,,,,,,,,,,,,,,
Steele,Holmes,21st District,State Senator: Florida,1865-1866,,,,,,,,,,,,,,
Oliveros ,B. F.,22nd District,State Senator: Florida,1865-1866,,,,,,,,,,,,,,
Woodruff,William Washington,25th District,State Senator: Florida,1865-1866,,,,,,,,,,,,,,
Turner,"W. J,",27th District,State Senator: Florida,1865-1866,,,,,,,,,,,,,,
Hendry,Francis A.,28th District,State Senator: Florida,1865-1866,,,,,,,,,,,,,,
Whitehurst,D. W.,29th District,State Senator: Florida,1865-1866,,,,,,,,,,,,,,
Pearce,E. A.,2nd District,State Senator: Florida,1865-1866,,,,,,,,,,,,,,
Morrison,John,3rd District,State Senator: Florida,1865-1866,,,,,,,,,,,,,,
Poe,Wilson W.,4th District ,State Senator: Florida,1865-1866,,,,,,,,,,,,,,
Gorrie,John M.,5th District,State Senator: Florida,1865-1866,,,,,,,,,,,,,,
White,Thomas M.,7th District,State Senator: Florida,1865-1866,,,,,,,,,,,,,,
Kenan,Daniel L.,8th DIstrict,State Senator: Florida,1865-1866,,,,,,,,,,,,,,
Evans,J. C.,9th District,State Senator: Florida,1865-1866,,,,,,,,,,,,,,
Owens,S. H.,23rd District,State Senator: Florida,1865-1868,,,,,,,,,,,,,,
Katzenberg,Simon,10th district,State Senator: Florida,1868-1870,,,,,,,,,,,,,,
Underwood ,"J, M,",11th District,State Senator: Florida,1868-1870,,,,,,,,,,,,,,
Krimminger,John Newton,12th District,State Senator: Florida,1868-1870,,,,,,,,,,,,,,
Smith ,Robert M.,16th District,State Senator: Florida,1868-1870,,,,,,,,,,,,,,
Greeno,George S.,St. Johns,State Senator: Florida,1868-1870,,,,,,,,,,,,,,
Ginn,Arthur,20th District,State Senator: Florida,1868-18704,,,,,,,,,,,,,,
Weeks,William T.,15th District,State Senator: Florida,1868-1872,,,,,,,,,,,,,,
Moragne,N. A.,17th District,State Senator: Florida,1868-1872,,,,,,,,,,,,,,
Hunt ,William H.,21st District,State Senator: Florida,1868-1872,,,,,,,,,,,,,,
Kendrick,William H.,23rd District,State Senator: Florida,1868-1872,,,,,,,,,,,,,,
Pearce,Charles H.,8th District,State Senator: Florida,1868-1874,,,,,,,,,,,,,,
McCaskill,Alexander L.,2nd District,State Senator: Florida,1868-1877,,,,,,,,,,,,,,
Meacham,Robert,9th District,State Senator: Florida,1868-1879,,,,,,,,,,,,,,
Walls,Josiah Thomas,13th District,State Senator: Florida,1869-1870,,,,,,,,,,,,,,
Smithsonian,George B.,14th District,State Senator: Florida,1869-1870,,,,,,,,,,,,,,
Vaughan,John A.,4th District,State Senator: Florida,1869-1870,,,,,,,,,,,,,,
Hilyer,Charles V.,19th District,State Senator: Florida,1869-1872,,,,,,,,,,,,,,
Henderson,John A.,22nd Distric,State Senator: Florida,1869-1874,,,,,,,,,,,,,,
Eagan,Dennis,10th District,State Senator: Florida,1871-1873,,,,,,,,,,,,,,
Jenkins,Horatio Jr.,18th District,State Senator: Florida,1871-1873,,,,,,,,,,,,,,
Locke,James A.,24th District,State Senator: Florida,1871-1873,,,,,,,,,,,,,,
Johnson,Elisha G.,14th District,State Senator: Florida,1871-1874,,,,,,,,,,,,,,
McKinnon,A. Douglas,4th District,State Senator: Florida,1871-1881,,,,,,,,,,,,,,
Sutton,John H.,12th District,State Senator: Florida,1872-1874,,,,,,,,,,,,,,
Swearingen,Thomas F.,7th District,State Senator: Florida,1873-1874,,,,,,,,,,,,,,
McAuley,Angus,11th Distrcit,State Senator: Florida,1873-1875,,,,,,,,,,,,,,
Knight,Mathew A.,15th District,State Senator: Florida,1873-1875,,,,,,,,,,,,,,
Oliveros ,B. F.,17th District,State Senator: Florida,1873-1875,,,,,,,,,,,,,,
Sturtevant,Ephraim Tanner,21st District,State Senator: Florida,1873-1875,,,,,,,,,,,,,,
Pope,Washington,3rd District,State Senator: Florida,1873-1875,,,,,,,,,,,,,,
Smith ,R. L.,5th District,State Senator: Florida,1873-1875,,,,,,,,,,,,,,
Long,Thomas Warren,19th District,State Senator: Florida,1873-1879,,,,,,,,,,,,,,
Parlin,A. J.,1st Distrct,State Senator: Florida,1874-1875,,,,,,,,,,,,,,
Osgood,Alfred Brown,10th District,State Senator: Florida,1875-1877,,,,,,,,,,,,,,
Howell,JohnW.,16th District,State Senator: Florida,1875-1877,,,,,,,,,,,,,,
Hendry,Francis A.,24th District,State Senator: Florida,1875-1877,,,,,,,,,,,,,,
Durkee,J. H.,18th District,State Senator: Florida,1875-1879,,,,,,,,,,,,,,
Lee,Joesph E.,18th District,State Senator: Florida,1875-1879,,,,,,,,,,,,,,
Lykes,H. T.,22nd District ,State Senator: Florida,1875-1881,,,,,,,,,,,,,,
Wallace,John,8th District,State Senator: Florida,1875-1881,,,,,,,,,,,,,,
Patterson,"N. J,",11th District,State Senator: Florida,1877-1879,,,,,,,,,,,,,,
Richard,John C.,15th District,State Senator: Florida,1877-1879,,,,,,,,,,,,,,
McMeekin,F. M.,17th District,State Senator: Florida,1877-1879,,,,,,,,,,,,,,
Mcguire,John J.,1st District,State Senator: Florida,1877-1879,,,,,,,,,,,,,,
Walker,Whitfield,23rd District,State Senator: Florida,1877-1879,,,,,,,,,,,,,,
Orman,William T.,5th District,State Senator: Florida,1877-1879,,,,,,,,,,,,,,
Johnson,C. S. D.,7th District,State Senator: Florida,1877-1879,,,,,,,,,,,,,,
Niblack,Silas Leslie,14th District,State Senator: Florida,1879-1881,,,,,,,,,,,,,,
Thompson,William Nalor,16th District,State Senator: Florida,1879-1881,,,,,,,,,,,,,,
Jones ,William Jackson,32nd District,State Senator: Florida,1879-1881,,,,,,,,,,,,,,
Walker,John C.,6th District,State Senator: Florida,1879-1881,,,,,,,,,,,,,,
Speer,James Gamble,20th District,State Senator: Florida,1879-1883,,,,,,,,,,,,,,
Lesley,John Thomas,30th District,State Senator: Florida,1879-1885,,,,,,,,,,,,,,
Judge ,Wm. H.,2nd District,State Senator: Florida,1879-1887,,,,,,,,,,,,,,
Polhill,A.J.,11th District,State Senator: Florida,1881-1883,,,,,,,,,,,,,,
Duncan,Henry H.,23rd District,State Senator: Florida,1881-1883,,,,,,,,,,,,,,
Powers,George C.,31th District,State Senator: Florida,1881-1883,,,,,,,,,,,,,,
McClellan,John H.,5th District,State Senator: Florida,1881-1883,,,,,,,,,,,,,,
Mallory,Stephen Russell,1st District,State Senator: Florida,1881-1885,,,,,,,,,,,,,,
McKinne,John H.,3rd District,State Senator: Florida,1881-1885,,,,,,,,,,,,,,
Roberts,H. L. R.,14th District,State Senator: Florida,1883-1885,,,,,,,,,,,,,,
Landrum,James M.,2nd District,State Senator: Florida,1883-1885,,,,,,,,,,,,,,
Sheppard,Isaac N.,6th District,State Senator: Florida,1883-1885,,,,,,,,,,,,,,
Proctor ,John Elias,8th District,State Senator: Florida,1883-1885,,,,,,,,,,,,,,
Lyle,George W.,Putnam,State Senator: Florida,1883-1885,,,,,,,,,,,,,,
Mann,Austin Shuey,22nd District,State Senator: Florida,1883-1887,,,,,,,,,,,,,,
Martin,Daniel C.,13th District,State Senator: Florida,1885-1887,,,,,,,,,,,,,,
Gaskins,John L. MD,15th District,State Senator: Florida,1885-1887,,,,,,,,,,,,,,
Williams ,Hiram Smith,21st District,State Senator: Florida,1885-1887,,,,,,,,,,,,,,
Lee,George M.,23rd District,State Senator: Florida,1885-1887,,,,,,,,,,,,,,
Jones,A. R.,25th District,State Senator: Florida,1885-1887,,,,,,,,,,,,,,
Neel,William,7th District,State Senator: Florida,1885-1887,,,,,,,,,,,,,,
Wall,Joesph B.,11th District,State Senator: Florida,1889-1891,,,,,,,,,,,,,,
Hardee,Gardner Sheppard,13th District,State Senator: Florida,1889-1891,,,,,,,,,,,,,,
Rogers,Robert Furman,17th District,State Senator: Florida,1889-1891,,,,,,,,,,,,,,
Wilkinson,John Jr.,1st District,State Senator: Florida,1889-1891,,,,,,,,,,,,,,
Yancey,Dalton H.,23rd District,State Senator: Florida,1889-1891,,,,,,,,,,,,,,
Pirrong,John Dewart,25th District,State Senator: Florida,1889-1891,,,,,,,,,,,,,,
Smith ,Oscar Bliss,31st District,State Senator: Florida,1889-1891,,,,,,,,,,,,,,
Rosborough,John A.,32nd District,State Senator: Florida,1889-1893,,,,,,,,,,,,,,
Kirk,Benjamin Franklin,9th District,State Senator: Florida,1889-1903,,,,,,,,,,,,,,
Johnson,J. J.,12th District,State Senator: Florida,1891-1893,,,,,,,,,,,,,,
Summer,O. J. H.,18th District,State Senator: Florida,1891-1893,,,,,,,,,,,,,,
Thomas,William Covington,22nd District,State Senator: Florida,1891-1893,,,,,,,,,,,,,,
Wolfe,J. Emmett,2nd District,State Senator: Florida,1891-1893,,,,,,,,,,,,,,
Smith ,J. F.,30th District,State Senator: Florida,1891-1893,,,,,,,,,,,,,,
McKinne,John H.,4th District,State Senator: Florida,1891-1893,,,,,,,,,,,,,,
Myers,Frederick Towle,8th District,State Senator: Florida,1891-1901,,,,,,,,,,,,,,
Wadsworth ,Burton Daniel ,10th District,State Senator: Florida,1891-1905,,,,,,,,,,,,,,
Morroni,Robert,13th District,State Senator: Florida,1893-1895,,,,,,,,,,,,,,
McKinney,M. L.,15th District,State Senator: Florida,1893-1895,,,,,,,,,,,,,,
McLeran,Albery Wayles,17th District,State Senator: Florida,1893-1895,,,,,,,,,,,,,,
Marks,M. R.,19th District,State Senator: Florida,1893-1895,,,,,,,,,,,,,,
Flemming,F. A.,29th District,State Senator: Florida,1893-1895,,,,,,,,,,,,,,
Genovar,F. B.,31st District,State Senator: Florida,1893-1895,,,,,,,,,,,,,,
Reynolds,William H.,7th District,State Senator: Florida,1893-1895,,,,,,,,,,,,,,
Williamson,William O.,9th District,State Senator: Florida,1893-1895,,,,,,,,,,,,,,
Perrenot,Charles J.,1st District,State Senator: Florida,1893-1897,,,,,,,,,,,,,,
Reeves,L. J.,3rd District,State Senator: Florida,1893-1899,,,,,,,,,,,,,,
Peacock,S. H.,12th District,State Senator: Florida,1895-1897,,,,,,,,,,,,,,
Phipps ,J.M.,24th District ,State Senator: Florida,1895-1897,,,,,,,,,,,,,,
Doughtery,Charles,28th District,State Senator: Florida,1895-1897,,,,,,,,,,,,,,
Thomas,W. R.,32nd District,State Senator: Florida,1895-1897,,,,,,,,,,,,,,
McLin,Benjamin Earnest,23rd District ,State Senator: Florida,1895-1899,,,,,,,,,,,,,,
Palmer,Bascom H.,14th District,State Senator: Florida,1895-1901,,,,,,,,,,,,,,
Palmer,Thomas,11th District,State Senator: Florida,1895-1903,,,,,,,,,,,,,,
Fuller,W. H.,27th District,State Senator: Florida,1897-1899,,,,,,,,,,,,,,
Gaillard,Henry Fierson,31st District,State Senator: Florida,1897-1899,,,,,,,,,,,,,,
Roberts,J. E.,5th District,State Senator: Florida,1897-1899,,,,,,,,,,,,,,
Hooker,J. N.,7th District,State Senator: Florida,1897-1899,,,,,,,,,,,,,,
Henderson,Jefferson Alexis,9th District,State Senator: Florida,1897-1899,,,,,,,,,,,,,,
Williams ,Arthur T.,16th District,State Senator: Florida,1897-1903,,,,,,,,,,,,,,
Rogers,C. B.,18th District,State Senator: Florida,1899-1901,,,,,,,,,,,,,,
O'Brien,J. Ed.,2nd District,State Senator: Florida,1899-1901,,,,,,,,,,,,,,
McCaskill,Edward Van,1st District,State Senator: Florida,1899-1903,,,,,,,,,,,,,,
Wilson,C. L.,4th District,State Senator: Florida,1899-1905,,,,,,,,,,,,,,
Harris,William Hunt,24th District,State Senator: Florida,1899-1909,,,,,,,,,,,,,,
Sams,Frank W.,28th District,State Senator: Florida,1899-1909,,,,,,,,,,,,,,
McCreary,Henry Hamilton,32nd District,State Senator: Florida,1899-1913,,,,,,,,,,,,,,
Rouse,William Canada,5th District,State Senator: Florida,190-1903,,,,,,,,,,,,,,
Peacock,J. M. N.,17th District,State Senator: Florida,1901-1903,,,,,,,,,,,,,,
Miller,William W. J.,25th District,State Senator: Florida,1901-1903,,,,,,,,,,,,,,
Law,C. Fabian,29th District,State Senator: Florida,1901-1903,,,,,,,,,,,,,,
MacWilliams,William A.,31st District,State Senator: Florida,1901-1903,,,,,,,,,,,,,,
Wilson,Charles Cooper,7th District,State Senator: Florida,1901-1903,,,,,,,,,,,,,,
Neel,John,3rd District,State Senator: Florida,1901-1907,,,,,,,,,,,,,,
Faulkner,Thomas J.,12th District,State Senator: Florida,1903-1905,,,,,,,,,,,,,,
Gillen,Gy,14th District,State Senator: Florida,1903-1905,,,,,,,,,,,,,,
Stockton ,Telfair,18th District,State Senator: Florida,1903-1905,,,,,,,,,,,,,,
Scott,T. M.,6th District,State Senator: Florida,1903-1905,,,,,,,,,,,,,,
Raney ,George Pettus,8th District,State Senator: Florida,1903-1905,,,,,,,,,,,,,,
West,Thomas Franklin,1st District,State Senator: Florida,1905-1907,,,,,,,,,,,,,,
Jackson,William Kendrick,9th District,State Senator: Florida,1905-1907,,,,,,,,,,,,,,
Massey,Harry,19th District,State Senator: Florida,1905-1912,,,,,,,,,,,,,,
Humphries,Joeshph H.,27th District,State Senator: Florida,1905-1912,,,,,,,,,,,,,,
Zim,Lewis W.,31st District,State Senator: Florida,1905-1915,,,,,,,,,,,,,,
Leggett,Charles Lamar Sr.,10th District ,State Senator: Florida,1907-1909,,,,,,,,,,,,,,
Giardaeu,William M.,22nd District,State Senator: Florida,1907-1909,,,,,,,,,,,,,,
West,Theophilus,4th District,State Senator: Florida,1907-1909,,,,,,,,,,,,,,
Withers,Isaac N.,23rd District,State Senator: Florida,1907-1911,,,,,,,,,,,,,,
Henderson,John Ward,8th District,State Senator: Florida,1907-1911,,,,,,,,,,,,,,
Johnson ,John B.,17th District,State Senator: Florida,1907-1923,,,,,,,,,,,,,,
Williams ,J. A.,21st District,State Senator: Florida,1909-1911,,,,,,,,,,,,,,
Miller,J. H. B.,1st District,State Senator: Florida,1909-19112,,,,,,,,,,,,,,
McMullen,Donald Campbell,11th District,State Senator: Florida,1909-1912,,,,,,,,,,,,,,
Flournoy,WIlliam W.,3rd District ,State Senator: Florida,1909-1912,,,,,,,,,,,,,,
Hosford,Robert F.,5th District,State Senator: Florida,1909-1912,,,,,,,,,,,,,,
Sloan,Daniel Henry ,7th District,State Senator: Florida,1909-1912,,,,,,,,,,,,,,
McLeod,W. H. H<,30th District,State Senator: Florida,1909-1913,,,,,,,,,,,,,,
Farmer,Webster W.,16th District,State Senator: Florida,191-1893,,,,,,,,,,,,,,
Finlayson,Daniel A.,22nd District,State Senator: Florida,1911-1913,,,,,,,,,,,,,,
Malone,William Hiram Jr.,24th District,State Senator: Florida,1911-1913,,,,,,,,,,,,,,
Stokes,John Patrick,2nd District,State Senator: Florida,1911-1913,,,,,,,,,,,,,,
Wilson,James Nesbit Sr.,4th District,State Senator: Florida,1911-1913,,,,,,,,,,,,,,
L'Engle,John C.,Duval,State Senator: Florida,1911-1913,,,,,,,,,,,,,,
Wall,John Pinckney,23rd District,State Senator: Florida,1912-1913,,,,,,,,,,,,,,
Wells,A. S.,8th District,State Senator: Florida,1912-1917,,,,,,,,,,,,,,
Himes ,William F.,11th District,State Senator: Florida,1913-1915,,,,,,,,,,,,,,
Donegan,Arthur E.,19th District,State Senator: Florida,1913-1915,,,,,,,,,,,,,,
McGeachy,R. A.,1st District,State Senator: Florida,1913-1915,,,,,,,,,,,,,,
McClellan,Andrew Jackson,25th District,State Senator: Florida,1913-1915,,,,,,,,,,,,,,
